python_based_indices,frequency,percentage,mapping
224,1405917,99.68052137550224,140
293,1406034,99.68881675922755,207
422,1408744,99.88095769850605,329
694,1408570,99.8686209739915,590
773,1408966,99.89669765736946,665
1536,1407973,99.82629324677774,1409
4041,1403697,99.52312178686819,3608
8106,1409640,99.94448473968448,7460
14481,1408667,99.87549834340479,13592
14498,1406975,99.75553433260802,13609
18793,1409766,99.9534182298502,17707
26303,1410301,99.9913501126967,23451
28546,1407677,99.80530663495986,25528
29236,1408688,99.8769872584324,26131
30367,1410252,99.98787597763224,27103
32226,1408991,99.89847017525948,28383
32319,1407555,99.79665674765656,28475
32401,1409861,99.96015379783228,28556
32695,1395003,98.90671096543377,28833
33043,1410105,99.9774535724389,29091
33122,1399704,99.24001522947371,29167
33172,1402573,99.44342938253276,29215
18252,100,0.007090071560092256,17167
11985,24907,1.7659241234721783,11189
26472,40403,2.864601612424074,23595
6565,23,0.0016307164588212188,6020
791,4106,0.29111833825738803,683
11547,14,0.0009926100184129158,10778
32344,13158,0.932911615876939,28500
24428,7485,0.5306918562729054,22009
33759,359,0.025453356900731198,29743
33556,30,0.0021270214680276767,29548
31987,754,0.05345913956309561,28221
4477,1699,0.12046031580596743,4028
1682,235,0.016661668166216802,1551
33723,34,0.002410624330431367,29708
33459,282,0.019994001799460162,29453
30229,75,0.005317553670069192,26967
22907,171,0.012124022367757758,21219
18556,42,0.0029778300552387475,17470
4309,166,0.011769518789753144,3866
25331,26,0.0018434186056239866,22571
17496,38,0.0026942271928350574,16423
13719,1780,0.12620327376964216,12854
15021,66,0.004679447229660889,14119
15412,61,0.004324943651656276,14503
333,161,0.011415015211748532,244
29290,347,0.02460254831352013,26176
29340,347,0.02460254831352013,26187
599,189,0.013400235248574364,501
1699,40,0.0028360286240369024,1568
3459,130,0.009217093028119933,3044
713,76,0.005388454385670115,609
264,84,0.005955660110477495,180
28498,115,0.008153582294106095,25498
33039,11,0.0007799078716101481,29087
28704,48,0.003403234348844283,25672
20046,1079,0.07650187213339545,18928
1669,619,0.043887542956971066,1538
33794,22,0.0015598157432202963,29769
19566,214,0.015172753138597428,18457
6935,55,0.003899539358050741,6380
33737,116,0.008224483009707018,29722
3893,172,0.012194923083358681,3464
28720,116,0.008224483009707018,25678
28195,31,0.0021979221836285995,25240
16414,33,0.0023397236148304445,15360
