python_based_indices,frequency,percentage,mapping
695,1408631,99.87294591764315,591
925,1398964,99.18754869992902,813
3095,1405670,99.66300889874881,2706
8165,1401578,99.37288317050984,7518
10476,1403318,99.49625041565544,9745
11593,1400238,99.2778762116046,10824
13587,1408841,99.88783506791934,12723
18636,1405683,99.66393060805163,17550
18794,1410067,99.97475934524607,17708
19682,1408159,99.83948077987951,18572
22229,1407759,99.81112049363914,20936
28849,1404359,99.57005806059601,25782
30246,1409806,99.95625425847423,26984
31016,1397686,99.09693758539105,27590
32210,1401759,99.38571620003361,28367
32492,1400664,99.3080799164506,28647
32806,1382181,97.99762198999875,28905
11986,24907,1.7659241234721783,11190
6566,23,0.0016307164588212188,6021
807,1746,0.12379264943921078,696
32345,13158,0.932911615876939,28501
18411,8203,0.5815985700743678,17326
28515,161,0.011415015211748532,25515
20275,39,0.0027651279084359797,19154
11403,689,0.04885059304903564,10635
5186,25,0.001772517890023064,4698
32796,175,0.012407625230161447,28896
26182,18,0.0012762128808166062,23334
24425,738,0.05232472811348085,22006
32315,286,0.020277604661863853,28471
8885,129,0.00914619231251901,8228
17811,425,0.03013280413039209,16733
25332,26,0.0018434186056239866,22572
32373,49,0.0034741350644452054,28528
13720,1780,0.12620327376964216,12855
15022,65,0.004608546514059966,14120
334,161,0.011415015211748532,245
29291,347,0.02460254831352013,26177
10742,128,0.009075291596918087,9996
8904,612,0.04339123794776461,8247
4411,14,0.0009926100184129158,3966
3460,130,0.009217093028119933,3045
25890,232,0.016448966019414035,23061
8630,125,0.00886258945011532,7979
28499,115,0.008153582294106095,25499
19202,92,0.006522865835284875,18097
26304,29,0.0020561207524267544,23452
18915,228,0.016165363157010344,17825
18876,147,0.010422405193335616,17786
231,172,0.012194923083358681,147
13615,280,0.019852200368258317,12750
20047,1079,0.07650187213339545,18929
1670,619,0.043887542956971066,1539
19436,12,0.0008508085872110708,18329
18512,92,0.006522865835284875,17426
14385,27,0.0019143193212249091,13499
527,17,0.0012053121652156834,432
19567,214,0.015172753138597428,18458
27669,1140,0.08082681578505171,24729
26061,135,0.009571596606124546,23216
24847,58,0.004112241504853509,22338
11394,197,0.013967440973381744,10626
225,129,0.00914619231251901,141
8716,585,0.0414769186265397,8064
5649,55,0.003899539358050741,5142
5556,127,0.009004390881317164,5055
6362,263,0.01864688820304263,5822
18256,438,0.031054513433204083,17171
3722,88,0.006239262972881185,3296
33472,47,0.0033323336332433603,29466
1703,193,0.013683838110978053,1572
26488,81,0.005742957963674728,23599
804,13,0.0009217093028119933,693
654,260,0.018434186056239865,550
28562,40,0.0028360286240369024,25544
9317,386,0.027367676221956107,8640
6082,80,0.005672057248073805,5547
27611,25,0.001772517890023064,24672
24176,74,0.005246652954468269,21816
27986,59,0.004183142220454431,25041
15485,107,0.007586376569298714,14576
32769,144,0.01020970304653285,28873
31988,73,0.0051757522388673465,28222
30658,93,0.006593766550885798,27350
28730,19,0.0013471135964175287,25688
22189,177,0.012549426661363293,20897
26492,15,0.0010635107340138384,23603
32749,181,0.012833029523766984,28863
28616,132,0.009358894459321778,25587
3854,11,0.0007799078716101481,3426
14378,72,0.005104851523266425,13492
10832,147,0.010422405193335616,10083
28982,61,0.004324943651656276,25886
3128,116,0.008224483009707018,2736
8764,182,0.012903930239367907,8109
14248,35,0.0024815250460322896,13368
33755,32,0.0022688228992295218,29739
14867,151,0.010706008055739307,13967
29000,165,0.011698618074152222,25904
5906,40,0.0028360286240369024,5376
30169,49,0.0034741350644452054,26907
29788,362,0.025666059047533968,26542
33045,36,0.0025524257616332123,29092
5148,255,0.018079682478235253,4670
3351,274,0.01942679607465278,2937
13651,232,0.016448966019414035,12786
33183,72,0.005104851523266425,29226
12860,114,0.008082681578505172,12024
64,17,0.0012053121652156834,6
25565,349,0.024744349744721974,22792
27989,17,0.0012053121652156834,25044
28511,166,0.011769518789753144,25511
13678,13,0.0009217093028119933,12813
8649,25,0.001772517890023064,7998
12164,100,0.007090071560092256,11361
3233,54,0.0038286386424498183,2841
26124,353,0.025027952607125665,23277
14114,91,0.006451965119683953,13246
14403,119,0.008437185156509784,13517
33553,21,0.0014889150276193737,29545
20012,63,0.004466745082858122,18894
14532,2,0.0001418014312018451,13643
2909,119,0.008437185156509784,2523
16236,64,0.0045376457984590435,15182
4872,10,0.0007090071560092256,4404
30216,27,0.0019143193212249091,26954
786,4,0.0002836028624036902,678
31952,89,0.006310163688482108,28201
6068,32,0.0022688228992295218,5534
33206,193,0.013683838110978053,29249
19126,58,0.004112241504853509,18032
24361,131,0.009287993743720855,21978
8865,47,0.0033323336332433603,8208
13574,148,0.010493305908936539,12710
11702,20,0.0014180143120184512,10932
26224,18,0.0012762128808166062,23376
4635,166,0.011769518789753144,4173
14482,130,0.009217093028119933,13593
9377,63,0.004466745082858122,8697
3933,14,0.0009926100184129158,3501
8761,17,0.0012053121652156834,8106
25754,16,0.0011344114496147609,22977
5189,71,0.005033950807665502,4701
24695,6,0.0004254042936055354,22214
17772,6,0.0004254042936055354,16694
73,43,0.0030487307708396702,15
6866,184,0.01304573167056975,6312
30357,17,0.0012053121652156834,27094
30368,17,0.0012053121652156834,27104
7607,30,0.0021270214680276767,7008
20184,159,0.011273213780546687,19064
71,7,0.0004963050092064579,13
30152,23,0.0016307164588212188,26890
9503,72,0.005104851523266425,8820
27103,8,0.0005672057248073804,24189
30142,32,0.0022688228992295218,26880
16775,65,0.004608546514059966,15716
25887,17,0.0012053121652156834,23058
7036,169,0.011982220936555913,6468
31343,3,0.0002127021468027677,27769
20567,54,0.0038286386424498183,19411
33847,2,0.0001418014312018451,29822
7629,52,0.003686837211247973,7029
18250,85,0.006026560826078418,17165
74,62,0.004395844367257199,16
29375,27,0.0019143193212249091,26222
8283,38,0.0026942271928350574,7635
3293,91,0.006451965119683953,2892
638,173,0.012265823798959604,534
12046,97,0.006877369413289488,11249
20397,83,0.005884759394876572,19274
20901,155,0.010989610918142996,19662
21376,12,0.0008508085872110708,20117
2117,49,0.0034741350644452054,1968
22280,16,0.0011344114496147609,20987
20116,3,0.0002127021468027677,18998
6957,30,0.0021270214680276767,6402
18424,9,0.0006381064404083031,17339
29150,27,0.0019143193212249091,26054
26952,104,0.007373674422495946,24042
371,4,0.0002836028624036902,282
29252,27,0.0019143193212249091,26147
9929,25,0.001772517890023064,9240
9533,21,0.0014889150276193737,8850
7131,69,0.004892149376463656,6558
30984,7,0.0004963050092064579,27559
402,12,0.0008508085872110708,311
5446,9,0.0006381064404083031,4947
9442,19,0.0013471135964175287,8760
7683,13,0.0009217093028119933,7083
14871,11,0.0007799078716101481,13971
68,7,0.0004963050092064579,10
27672,32,0.0022688228992295218,24732
22870,17,0.0012053121652156834,21182
27732,38,0.0026942271928350574,24792
5305,23,0.0016307164588212188,4810
72,11,0.0007799078716101481,14
19433,41,0.002906929339637825,18326
24850,50,0.003545035780046128,22341
2978,29,0.0020561207524267544,2592
9166,31,0.0021979221836285995,8505
33812,17,0.0012053121652156834,29787
18835,17,0.0012053121652156834,17745
3063,15,0.0010635107340138384,2675
28997,32,0.0022688228992295218,25901
15690,30,0.0021270214680276767,14645
459,21,0.0014889150276193737,366
18639,9,0.0006381064404083031,17553
4435,3,0.0002127021468027677,3987
21382,8,0.0005672057248073804,20123
30957,24,0.0017016171744221415,27549
15958,51,0.0036159364956470505,14909
