python_based_indices,frequency,percentage,mapping
1069,1409012,99.8999590902871,952
6909,1406733,99.73837635943259,6354
8168,1401517,99.36855822685818,7521
14409,1409988,99.96915818871359,13523
16227,1409278,99.91881868063695,15173
18250,1408467,99.8613182002846,17165
18411,1407300,99.77857706517833,17326
29240,1409056,99.90307872177354,26135
29344,1406742,99.739014465873,26191
31022,1399107,99.19768750225997,27596
33048,1398730,99.17095793247842,29095
33127,1399758,99.24384386811616,29171
18256,100,0.007090071560092256,17171
11989,24907,1.7659241234721783,11193
11551,14,0.0009926100184129158,10782
807,1747,0.12386355015481171,696
4368,1696,0.12024761365916466,3924
10246,1538,0.1090453005942189,9521
13020,92,0.006522865835284875,12183
5189,25,0.001772517890023064,4701
1686,235,0.016661668166216802,1555
4920,742,0.05260833097588454,4449
13950,311,0.022050122551886916,13083
3536,746,0.05289193383828823,3117
21695,103,0.007302773706895024,20429
24428,737,0.052253827397879926,22009
18560,42,0.0029778300552387475,17474
32376,48,0.003403234348844283,28531
28852,356,0.02524065475392843,25785
7120,77,0.0054593551012710375,6548
1703,40,0.0028360286240369024,1572
25332,213,0.015101852422996505,22572
33043,11,0.0007799078716101481,29091
1440,1110,0.07869979431702404,1314
29794,59,0.004183142220454431,26548
21533,56,0.003970440073651663,20270
14388,27,0.0019143193212249091,13502
5900,44,0.0031196314864405925,5370
19570,214,0.015172753138597428,18461
27672,1140,0.08082681578505171,24732
6939,55,0.003899539358050741,6384
1631,28,0.0019852200368258317,1500
3457,498,0.03530855636925943,3042
298,104,0.007373674422495946,211
33748,841,0.05962750182037587,29732
14485,78,0.005530255816871959,13596
24850,58,0.004112241504853509,22341
8719,585,0.0414769186265397,8067
8865,92,0.006522865835284875,8208
21850,22,0.0015598157432202963,20564
26307,118,0.008366284440908861,23455
3293,388,0.027509477653157952,2892
18259,438,0.031054513433204083,17174
16418,33,0.0023397236148304445,15364
23307,9,0.0006381064404083031,21588
16160,657,0.04658177014980612,15107
12148,96,0.006806468697688566,11345
18035,156,0.011060511633743919,16954
791,278,0.01971039893705647,683
19282,92,0.006522865835284875,18176
27989,59,0.004183142220454431,25044
1301,35,0.0024815250460322896,1178
13260,36,0.0025524257616332123,12420
32468,41,0.002906929339637825,28623
32772,144,0.01020970304653285,28876
22895,81,0.005742957963674728,21207
19780,121,0.00857898658771163,18669
21038,51,0.0036159364956470505,19789
26495,15,0.0010635107340138384,23606
32752,181,0.012833029523766984,28866
677,76,0.005388454385670115,573
32973,96,0.006806468697688566,29022
2894,13,0.0009217093028119933,2508
26584,25,0.001772517890023064,23694
3857,11,0.0007799078716101481,3429
14381,72,0.005104851523266425,13495
28985,60,0.0042540429360553534,25889
6891,263,0.01864688820304263,6336
8767,182,0.012903930239367907,8112
3702,67,0.004750347945261812,3276
9484,169,0.011982220936555913,8802
15107,85,0.006026560826078418,14204
74,30,0.0021270214680276767,16
5958,64,0.0045376457984590435,5427
3354,274,0.01942679607465278,2940
67,29,0.0020561207524267544,9
15816,43,0.0030487307708396702,14768
79,71,0.005033950807665502,21
27992,17,0.0012053121652156834,25047
20190,30,0.0021270214680276767,19070
33231,107,0.007586376569298714,29274
10196,71,0.005033950807665502,9474
23314,72,0.005104851523266425,21595
18764,32,0.0022688228992295218,17678
12872,76,0.005388454385670115,12036
26958,46,0.0032614329176424376,24048
26127,354,0.025098853322726586,23280
26124,84,0.005955660110477495,23277
21546,224,0.015881760294606653,20283
5508,16,0.0011344114496147609,5007
9377,350,0.024815250460322895,8697
16624,129,0.00914619231251901,15566
33556,21,0.0014889150276193737,29548
32483,66,0.004679447229660889,28638
32184,21,0.0014889150276193737,28341
20966,77,0.0054593551012710375,19718
27742,13,0.0009217093028119933,24802
16239,64,0.0045376457984590435,15185
13355,126,0.008933490165716243,12513
20654,166,0.011769518789753144,19488
995,105,0.007444575138096869,882
28530,3,0.0002127021468027677,25521
26544,22,0.0015598157432202963,23655
25665,90,0.006381064404083031,22890
8667,116,0.008224483009707018,8016
6071,32,0.0022688228992295218,5537
26145,7,0.0004963050092064579,23297
10373,22,0.0015598157432202963,9644
28727,52,0.003686837211247973,25685
13577,148,0.010493305908936539,12713
5637,38,0.0026942271928350574,5130
33595,4,0.0002836028624036902,29585
25173,85,0.006026560826078418,22419
27659,101,0.007160972275693178,24719
16775,71,0.005033950807665502,15716
8764,17,0.0012053121652156834,8109
22210,2,0.0001418014312018451,20917
